No,Kode Provinsi,Provinsi,Kode Kabupaten,Kabupaten,Jenis Bencana,Tanggal,Meninggal,Hilang,Terluka,Mengungsi
2398,11,PEMERINTAH ACEH,1103,ACEH SELATAN,KEKERINGAN,1/8/2013,0,0,0,0
2401,11,PEMERINTAH ACEH,1171,KOTA BANDA ACEH,KEKERINGAN,1/8/2013,0,0,0,0
2399,11,PEMERINTAH ACEH,1109,PIDIE,KEKERINGAN,1/8/2013,0,0,0,0
2400,11,PEMERINTAH ACEH,1118,PIDIE JAYA,KEKERINGAN,1/8/2013,0,0,0,0
15369,11,PEMERINTAH ACEH,1111,ACEH UTARA,BANJIR,1/9/2005,0,0,0,0
13688,11,PEMERINTAH ACEH,1103,ACEH SELATAN,BANJIR,1/9/2007,0,0,0,0
12514,11,PEMERINTAH ACEH,1108,ACEH BESAR,KEKERINGAN,1/9/2008,0,0,0,0
10790,11,PEMERINTAH ACEH,1106,ACEH BESAR,KEBAKARAN,1/9/2009,0,0,0,5
6354,11,PEMERINTAH ACEH,1105,ACEH TIMUR,BANJIR,1/9/2011,0,0,0,0
6356,11,PEMERINTAH ACEH,1115,NAGAN RAYA,BANJIR,1/9/2011,0,0,0,0
6355,11,PEMERINTAH ACEH,1108,ACEH BESAR,KEKERINGAN,1/9/2011,0,0,0,0
4181,11,PEMERINTAH ACEH,1112,ACEH BARAT DAYA,KEKERINGAN,1/9/2012,0,0,0,0
4180,11,PEMERINTAH ACEH,1108,ACEH BESAR,KEKERINGAN,1/9/2012,0,0,0,0
165,11,"	PEMERINTAH ACEH",1104,ACEH TENGGARA,BANJIR,10/1/2015,0,0,1,0
10611,11,PEMERINTAH ACEH,1116,ACEH TAMIANG,PUTING BELIUNG,10/10/2009,0,0,0,0
10612,11,PEMERINTAH ACEH,1117,BENER MERIAH,KEBAKARAN,10/10/2009,0,0,0,0
10610,11,PEMERINTAH ACEH,1107,PIDIE,KEBAKARAN,10/10/2009,0,0,1,0
10340,11,PEMERINTAH ACEH,1174,KOTA LANGSA,BANJIR,10/12/2009,0,0,0,1260
1519,11,"	PEMERINTAH ACEH",1102,ACEH SINGKIL,KEBAKARAN HUTAN DAN LAHAN,10/2/2014,0,0,0,0
1520,11,"	PEMERINTAH ACEH",1118,PIDIE JAYA,KEBAKARAN HUTAN DAN LAHAN,10/2/2014,0,0,0,0
11502,11,PEMERINTAH ACEH,1113,GAYO LUES,KEBAKARAN,10/3/2009,0,0,0,0
11503,11,PEMERINTAH ACEH,1171,KOTA BANDA ACEH,KEBAKARAN,10/3/2009,0,0,0,0
11337,11,PEMERINTAH ACEH,1108,ACEH UTARA,KEBAKARAN,10/4/2009,0,0,0,0
13885,11,PEMERINTAH ACEH,1111,ACEH UTARA,BANJIR,10/5/2007,0,0,0,0
6986,11,PEMERINTAH ACEH,1116,ACEH JAYA,BANJIR,10/5/2011,0,0,0,2
2777,11,PEMERINTAH ACEH,1103,ACEH SELATAN,BANJIR,10/5/2013,0,0,0,30558
2775,11,PEMERINTAH ACEH,1102,ACEH SINGKIL,BANJIR,10/5/2013,0,0,0,0
2774,11,PEMERINTAH ACEH,1101,SIMEULUE,BANJIR,10/5/2013,0,0,0,0
11069,11,PEMERINTAH ACEH,1117,BENER MERIAH,KEBAKARAN HUTAN DAN LAHAN,10/6/2009,0,0,0,0
4648,11,PEMERINTAH ACEH,1105,ACEH TIMUR,PUTING BELIUNG,10/6/2012,0,0,0,0
4503,11,PEMERINTAH ACEH,1111,ACEH UTARA,BANJIR,10/7/2012,0,0,0,6938
4327,11,PEMERINTAH ACEH,1173,KOTA LANGSA,KEBAKARAN,10/8/2012,0,0,0,5
158,11,"	PEMERINTAH ACEH",1175,KOTA SUBULUSSALAM,BANJIR,11/1/2015,0,0,0,4239
17822,11,PEMERINTAH ACEH,1105,ACEH TIMUR,GEMPA BUMI,11/10/1998,0,0,0,0
10607,11,PEMERINTAH ACEH,1107,PIDIE,KEBAKARAN,11/10/2009,0,0,0,0
10464,11,PEMERINTAH ACEH,1112,ACEH BARAT DAYA,KEBAKARAN,11/11/2009,0,0,2,0
10465,11,PEMERINTAH ACEH,1171,KOTA BANDA ACEH,KEBAKARAN,11/11/2009,0,0,3,0
3862,11,PEMERINTAH ACEH,1175,KOTA SUBULUSSALAM,BANJIR,11/11/2012,0,0,0,0
1978,11,PEMERINTAH ACEH,1111,ACEH UTARA,BANJIR,11/12/2013,0,0,0,0
11684,11,PEMERINTAH ACEH,1105,ACEH BARAT,KEBAKARAN,11/2/2009,0,0,0,0
11685,11,PEMERINTAH ACEH,1110,ACEH SINGKIL,KEBAKARAN,11/2/2009,0,0,0,0
11686,11,PEMERINTAH ACEH,1111,BIREUN,KEBAKARAN,11/2/2009,0,0,0,0
11495,11,PEMERINTAH ACEH,1118,PIDIE JAYA,PUTING BELIUNG,11/3/2009,0,0,0,0
11331,11,PEMERINTAH ACEH,1111,BIREUN,KEBAKARAN,11/4/2009,0,0,0,0
4928,11,PEMERINTAH ACEH,1103,ACEH SELATAN,GEMPA BUMI DAN TSUNAMI,11/4/2012,0,0,1,0
4927,11,PEMERINTAH ACEH,1102,ACEH SINGKIL,GEMPA BUMI DAN TSUNAMI,11/4/2012,0,0,3,0
4932,11,PEMERINTAH ACEH,1173,KOTA LANGSA,GEMPA BUMI DAN TSUNAMI,11/4/2012,0,0,0,0
4926,11,PEMERINTAH ACEH,1101,SIMEULUE,GEMPA BUMI DAN TSUNAMI,11/4/2012,0,0,1,0
2925,11,PEMERINTAH ACEH,1105,ACEH TIMUR,PUTING BELIUNG,11/4/2013,0,0,0,0
11188,11,PEMERINTAH ACEH,1107,PIDIE,PUTING BELIUNG,11/5/2009,0,0,0,0
11064,11,PEMERINTAH ACEH,1110,ACEH SINGKIL,KEBAKARAN,11/6/2009,0,0,0,0
4642,11,PEMERINTAH ACEH,1113,GAYO LUES,KEBAKARAN,11/6/2012,0,0,0,0
4643,11,PEMERINTAH ACEH,1175,KOTA SUBULUSSALAM,GEMPA BUMI,11/6/2012,0,0,0,0
17872,11,PEMERINTAH ACEH,1105,ACEH TIMUR,LETUSAN GUNUNG API,11/7/1998,0,0,0,0
10980,11,PEMERINTAH ACEH,1108,ACEH UTARA,KEBAKARAN,11/7/2009,0,0,0,0
6655,11,PEMERINTAH ACEH,1112,ACEH BARAT DAYA,PUTING BELIUNG,11/7/2011,0,0,0,0
10877,11,PEMERINTAH ACEH,1104,ACEH TENGAH,KEBAKARAN,11/8/2009,0,0,0,0
10878,11,PEMERINTAH ACEH,1111,BIREUN,KEBAKARAN,11/8/2009,0,0,0,0
10728,11,PEMERINTAH ACEH,1116,ACEH TAMIANG,KEBAKARAN,11/9/2009,0,0,0,0
15108,11,PEMERINTAH ACEH,1107,ACEH BARAT,BANJIR,12/1/2006,0,0,0,0
15110,11,PEMERINTAH ACEH,1171,Kota Banda Aceh,BANJIR,12/1/2006,0,0,0,0
15109,11,PEMERINTAH ACEH,1109,PIDIE,BANJIR,12/1/2006,0,0,0,0
15111,11,PEMERINTAH ACEH,1172,KOTA SABANG,BANJIR DAN TANAH LONGSOR,12/1/2006,0,0,0,0
150,11,"	PEMERINTAH ACEH",1114,ACEH TAMIANG,BANJIR,12/1/2015,0,0,0,0
6260,11,PEMERINTAH ACEH,1101,SIMEULUE,KEBAKARAN,12/10/2011,0,0,1,0
18161,11,PEMERINTAH ACEH,1174,LHOKSEUMAWE,GEMPA BUMI,12/4/1967,0,0,0,0
4915,11,PEMERINTAH ACEH,1104,ACEH TENGGARA,BANJIR,12/4/2012,0,0,5,926
12861,11,PEMERINTAH ACEH,1114,ACEH TAMIANG,PUTING BELIUNG,12/5/2008,0,0,0,0
11178,11,PEMERINTAH ACEH,1113,GAYO LUES,KEBAKARAN,12/5/2009,0,0,0,0
11179,11,PEMERINTAH ACEH,1173,KOTA LHOKSEUMAWE,KEBAKARAN,12/5/2009,0,0,0,0
10977,11,PEMERINTAH ACEH,1118,PIDIE JAYA,KEBAKARAN,12/7/2009,0,0,0,0
6645,11,PEMERINTAH ACEH,1112,ACEH BARAT DAYA,PUTING BELIUNG,12/7/2011,0,0,0,0
4490,11,PEMERINTAH ACEH,1112,ACEH BARAT DAYA,KEBAKARAN,12/7/2012,0,0,0,0
17852,11,PEMERINTAH ACEH,1101,SIMEULUE,TANAH LONGSOR,12/8/1998,0,0,0,0
12559,11,PEMERINTAH ACEH,1105,ACEH TIMUR,PUTING BELIUNG,12/8/2008,0,0,0,1794
10872,11,PEMERINTAH ACEH,1105,ACEH BARAT,KEKERINGAN,12/8/2009,0,0,0,0
10874,11,PEMERINTAH ACEH,1112,ACEH BARAT DAYA,PUTING BELIUNG,12/8/2009,0,0,0,0
10873,11,PEMERINTAH ACEH,1106,ACEH BESAR,KEBAKARAN,12/8/2009,0,0,0,4
10875,11,PEMERINTAH ACEH,1173,KOTA LHOKSEUMAWE,KEBAKARAN,12/8/2009,0,0,0,0
2383,11,PEMERINTAH ACEH,1105,ACEH TIMUR,BANJIR,12/8/2013,0,0,0,0
2382,11,PEMERINTAH ACEH,1101,SIMEULUE,PUTING BELIUNG,12/8/2013,0,0,0,0
10724,11,PEMERINTAH ACEH,1173,KOTA LHOKSEUMAWE,KEBAKARAN,12/9/2009,0,0,0,0
11974,11,PEMERINTAH ACEH,1101,ACEH SELATAN,KEBAKARAN,13/1/2009,0,0,0,0
10113,11,PEMERINTAH ACEH,1102,ACEH TENGGARA,KEBAKARAN,13/1/2010,0,0,0,0
5709,11,PEMERINTAH ACEH,1111,ACEH UTARA,BANJIR,13/1/2012,0,0,0,0
144,11,"	PEMERINTAH ACEH",1111,ACEH UTARA,BANJIR,13/1/2015,0,0,0,0
10453,11,PEMERINTAH ACEH,1105,ACEH BARAT,BANJIR,13/11/2009,0,0,0,150
10454,11,PEMERINTAH ACEH,1110,ACEH SINGKIL,BANJIR,13/11/2009,0,0,0,0
10334,11,PEMERINTAH ACEH,1107,PIDIE,BANJIR,13/12/2009,0,0,0,0
5978,11,PEMERINTAH ACEH,1111,ACEH UTARA,BANJIR,13/12/2011,0,0,0,389
5371,11,PEMERINTAH ACEH,1107,ACEH BARAT,PUTING BELIUNG,13/2/2012,0,0,0,0
11322,11,PEMERINTAH ACEH,1108,ACEH UTARA,KEBAKARAN,13/4/2009,0,0,0,0
11323,11,PEMERINTAH ACEH,1117,BENER MERIAH,KEBAKARAN,13/4/2009,0,0,0,91
11321,11,PEMERINTAH ACEH,1107,PIDIE,TANAH LONGSOR,13/4/2009,0,0,0,0
11058,11,PEMERINTAH ACEH,1113,GAYO LUES,KEBAKARAN,13/6/2009,0,0,0,0
1016,11,"	PEMERINTAH ACEH",1103,ACEH SELATAN,PUTING BELIUNG,13/6/2014,0,0,0,0
928,11,"	PEMERINTAH ACEH",1103,ACEH SELATAN,PUTING BELIUNG,13/7/2014,0,0,0,0
10866,11,PEMERINTAH ACEH,1105,ACEH BARAT,PUTING BELIUNG,13/8/2009,0,0,0,25
10867,11,PEMERINTAH ACEH,1174,KOTA LANGSA,KEBAKARAN,13/8/2009,0,0,0,0
804,11,"	PEMERINTAH ACEH",1111,ACEH UTARA,BANJIR,13/9/2014,0,0,0,0
137,11,"	PEMERINTAH ACEH",1175,KOTA SUBULUSSALAM,BANJIR,14/1/2015,0,0,0,0
17820,11,PEMERINTAH ACEH,1105,ACEH TIMUR,PUTING BELIUNG,14/10/1998,0,0,0,0
6115,11,PEMERINTAH ACEH,1101,SIMEULUE,KEBAKARAN,14/11/2011,0,0,0,0
15202,11,PEMERINTAH ACEH,1114,ACEH TAMIANG,BANJIR,14/12/2005,0,0,0,2809
10328,11,PEMERINTAH ACEH,1104,ACEH TENGAH,TANAH LONGSOR,14/12/2009,0,0,0,0
11651,11,PEMERINTAH ACEH,1112,ACEH BARAT DAYA,KEBAKARAN,14/2/2009,0,0,0,0
11650,11,PEMERINTAH ACEH,1101,ACEH SELATAN,KEBAKARAN,14/2/2009,0,0,0,0
7659,11,PEMERINTAH ACEH,1111,ACEH UTARA,BANJIR,14/2/2011,0,0,0,0
14014,11,PEMERINTAH ACEH,1109,PIDIE,BANJIR,14/3/2007,0,0,0,0
11488,11,PEMERINTAH ACEH,1175,KOTA SUBULUSSALAM,KEBAKARAN,14/3/2009,0,0,0,0
7460,11,PEMERINTAH ACEH,1106,ACEH TENGAH,KEBAKARAN,14/3/2011,0,0,0,0
3090,11,PEMERINTAH ACEH,1102,ACEH SINGKIL,PUTING BELIUNG,14/3/2013,0,0,0,0
11312,11,PEMERINTAH ACEH,1105,ACEH BARAT,KEBAKARAN,14/4/2009,0,0,0,0
11314,11,PEMERINTAH ACEH,1112,ACEH BARAT DAYA,KEBAKARAN,14/4/2009,0,0,0,0
11313,11,PEMERINTAH ACEH,1111,BIREUN,KEBAKARAN,14/4/2009,0,0,0,0
4908,11,PEMERINTAH ACEH,1104,ACEH TENGGARA,BANJIR,14/4/2012,0,0,5,460
1195,11,"	PEMERINTAH ACEH",1104,ACEH TENGGARA,BANJIR,14/4/2014,0,0,0,2486
17905,11,PEMERINTAH ACEH,1105,ACEH TIMUR,GEMPA BUMI DAN TSUNAMI,14/5/1998,0,0,0,0
11172,11,PEMERINTAH ACEH,1102,ACEH TENGGARA,KEBAKARAN,14/5/2009,0,0,0,0
9107,11,PEMERINTAH ACEH,1114,ACEH JAYA,BANJIR,14/5/2010,0,0,0,3439
16280,11,PEMERINTAH ACEH,1174,KOTA LHOKSEUMAWE,KEBAKARAN,14/6/2004,0,0,0,0
11056,11,PEMERINTAH ACEH,1106,ACEH BESAR,KEBAKARAN HUTAN DAN LAHAN,14/6/2009,0,0,0,0
11055,11,PEMERINTAH ACEH,1103,ACEH TIMUR,KEBAKARAN,14/6/2009,0,0,0,0
1008,11,"	PEMERINTAH ACEH",1107,ACEH BARAT,PUTING BELIUNG,14/6/2014,0,0,0,0
10862,11,PEMERINTAH ACEH,1108,ACEH UTARA,PUTING BELIUNG,14/8/2009,0,0,0,0
11939,11,PEMERINTAH ACEH,1171,KOTA BANDA ACEH,KEBAKARAN,15/1/2009,0,0,0,0
132,11,"	PEMERINTAH ACEH",1109,PIDIE,BANJIR,15/1/2015,0,0,0,0
10598,11,PEMERINTAH ACEH,1171,KOTA BANDA ACEH,KEBAKARAN,15/10/2009,0,0,0,0
10445,11,PEMERINTAH ACEH,1112,ACEH BARAT DAYA,BANJIR,15/11/2009,0,0,0,0
11643,11,PEMERINTAH ACEH,1105,ACEH BARAT,KEBAKARAN,15/2/2009,0,0,0,880
11642,11,PEMERINTAH ACEH,1102,ACEH TENGGARA,KEBAKARAN,15/2/2009,0,0,0,0
11644,11,PEMERINTAH ACEH,1115,NAGAN RAYA,KEBAKARAN HUTAN DAN LAHAN,15/2/2009,0,0,0,0
5359,11,PEMERINTAH ACEH,1173,KOTA LANGSA,KEBAKARAN,15/2/2012,0,0,0,2
11480,11,PEMERINTAH ACEH,1103,ACEH TIMUR,PUTING BELIUNG,15/3/2009,0,0,0,0
4902,11,PEMERINTAH ACEH,1116,ACEH JAYA,BANJIR,15/4/2012,0,0,0,0
2909,11,PEMERINTAH ACEH,1174,KOTA LHOKSEUMAWE,BANJIR,15/4/2013,0,0,0,0
11167,11,PEMERINTAH ACEH,1108,ACEH UTARA,TANAH LONGSOR,15/5/2009,0,0,0,0
1095,11,"	PEMERINTAH ACEH",1109,PIDIE,PUTING BELIUNG,15/5/2014,0,0,0,0
6793,11,PEMERINTAH ACEH,1106,ACEH TENGAH,KEBAKARAN,15/6/2011,0,0,0,0
1006,11,"	PEMERINTAH ACEH",1107,ACEH BARAT,PUTING BELIUNG,15/6/2014,0,0,0,0
17870,11,PEMERINTAH ACEH,1105,ACEH TIMUR,KEBAKARAN,15/7/1998,0,0,0,0
8799,11,PEMERINTAH ACEH,1111,ACEH UTARA,KEBAKARAN,15/7/2010,0,0,0,0
10593,11,PEMERINTAH ACEH,1173,KOTA LHOKSEUMAWE,KEBAKARAN,16/10/2009,0,0,0,0
8386,11,PEMERINTAH ACEH,1109,SIMEULUE,KEBAKARAN,16/10/2010,0,0,4,0
738,11,"	PEMERINTAH ACEH",1107,ACEH BARAT,TANAH LONGSOR,16/10/2014,0,0,0,0
3849,11,PEMERINTAH ACEH,1102,ACEH SINGKIL,BANJIR,16/11/2012,0,0,0,0
613,11,"	PEMERINTAH ACEH",1110,BIREUEN,PUTING BELIUNG,16/11/2014,0,0,2,0
612,11,"	PEMERINTAH ACEH",1103,ACEH SELATAN,BANJIR,16/11/2014,0,0,0,0
1933,11,PEMERINTAH ACEH,1111,ACEH UTARA,BANJIR,16/12/2013,0,0,0,0
11634,11,PEMERINTAH ACEH,1105,ACEH BARAT,KEBAKARAN HUTAN DAN LAHAN,16/2/2009,0,0,0,800
11633,11,PEMERINTAH ACEH,1102,ACEH TENGGARA,KEBAKARAN,16/2/2009,0,0,0,0
11478,11,PEMERINTAH ACEH,1102,ACEH TENGGARA,KEBAKARAN,16/3/2009,0,0,0,0
7450,11,PEMERINTAH ACEH,1114,ACEH TAMIANG,BANJIR,16/3/2011,0,0,0,3
11297,11,PEMERINTAH ACEH,1104,ACEH TENGAH,KEBAKARAN,16/4/2009,0,0,0,0
1090,11,"	PEMERINTAH ACEH",1109,PIDIE,PUTING BELIUNG,16/5/2014,0,0,0,0
17896,11,PEMERINTAH ACEH,1105,ACEH TIMUR,GEMPA BUMI,16/6/1998,0,0,0,0
2605,11,PEMERINTAH ACEH,1101,SIMEULUE,PUTING BELIUNG,16/6/2013,0,0,0,0
10966,11,PEMERINTAH ACEH,1175,KOTA SUBULUSSALAM,KEBAKARAN,16/7/2009,0,0,0,0
10965,11,PEMERINTAH ACEH,1107,PIDIE,KEBAKARAN,16/7/2009,0,0,0,0
12553,11,PEMERINTAH ACEH,1103,ACEH SELATAN,KEBAKARAN,16/8/2008,0,0,0,17
735,11,"	PEMERINTAH ACEH",1115,NAGAN RAYA,BANJIR,17/10/2014,0,0,0,0
17792,11,PEMERINTAH ACEH,1101,SIMEULUE,KEBAKARAN,17/11/1998,0,0,0,0
12284,11,PEMERINTAH ACEH,1103,ACEH SELATAN,BANJIR,17/11/2008,0,0,0,148
10437,11,PEMERINTAH ACEH,1115,NAGAN RAYA,BANJIR,17/11/2009,0,0,0,0
360,11,"	PEMERINTAH ACEH",1105,ACEH TIMUR,BANJIR,17/12/2014,0,1,1,42237
11628,11,PEMERINTAH ACEH,1102,ACEH TENGGARA,KEBAKARAN,17/2/2009,0,0,0,0
11472,11,PEMERINTAH ACEH,1113,GAYO LUES,TANAH LONGSOR,17/3/2009,0,0,0,0
13881,11,PEMERINTAH ACEH,1107,ACEH BARAT,BANJIR,17/5/2007,0,0,0,0
11158,11,PEMERINTAH ACEH,1105,ACEH BARAT,BANJIR,17/5/2009,0,0,0,500
11160,11,PEMERINTAH ACEH,1115,NAGAN RAYA,BANJIR,17/5/2009,0,0,0,2665
11159,11,PEMERINTAH ACEH,1107,PIDIE,TANAH LONGSOR,17/5/2009,0,0,0,0
2598,11,PEMERINTAH ACEH,1105,ACEH TIMUR,PUTING BELIUNG,17/6/2013,0,0,0,0
10963,11,PEMERINTAH ACEH,1107,PIDIE,KEBAKARAN HUTAN DAN LAHAN,17/7/2009,0,0,0,0
2492,11,PEMERINTAH ACEH,1114,ACEH TAMIANG,PUTING BELIUNG,17/7/2013,0,0,0,0
17294,11,PEMERINTAH ACEH,1171,KOTA BANDA ACEH,AKSI TEROR / SABOTASE,17/8/2002,0,0,16,0
10713,11,PEMERINTAH ACEH,1102,ACEH TENGGARA,KEBAKARAN,17/9/2009,0,0,0,0
11912,11,PEMERINTAH ACEH,1171,KOTA BANDA ACEH,KEBAKARAN,18/1/2009,0,0,0,0
2246,11,PEMERINTAH ACEH,1106,ACEH TENGAH,BANJIR,18/10/2013,0,0,0,0
2247,11,PEMERINTAH ACEH,1111,ACEH UTARA,BANJIR,18/10/2013,0,0,0,0
5955,11,PEMERINTAH ACEH,1103,ACEH SELATAN,KEBAKARAN,18/12/2011,0,0,0,0
17736,11,PEMERINTAH ACEH,1105,ACEH TIMUR,KEBAKARAN,18/2/1999,0,0,0,0
5346,11,PEMERINTAH ACEH,1103,ACEH SELATAN,BANJIR,18/2/2012,0,0,0,0
11291,11,PEMERINTAH ACEH,1102,ACEH TENGGARA,KEBAKARAN,18/4/2009,0,0,0,25
11292,11,PEMERINTAH ACEH,1171,KOTA BANDA ACEH,KEBAKARAN,18/4/2009,0,0,0,0
9275,11,PEMERINTAH ACEH,1118,PIDIE JAYA,KEBAKARAN,18/4/2010,0,0,0,0
11156,11,PEMERINTAH ACEH,1114,ACEH JAYA,BANJIR,18/5/2009,0,0,0,0
2743,11,PEMERINTAH ACEH,1106,ACEH TENGAH,TANAH LONGSOR,18/5/2013,0,0,0,0
11039,11,PEMERINTAH ACEH,1103,ACEH TIMUR,KEBAKARAN,18/6/2009,0,0,0,0
10961,11,PEMERINTAH ACEH,1171,KOTA BANDA ACEH,KEBAKARAN,18/7/2009,0,0,0,0
10847,11,PEMERINTAH ACEH,1111,BIREUN,KEBAKARAN,18/8/2009,0,0,0,0
6477,11,PEMERINTAH ACEH,1173,KOTA LANGSA,KEBAKARAN,18/8/2011,0,0,0,0
858,11,"	PEMERINTAH ACEH",1174,KOTA LHOKSEUMAWE,BANJIR,18/8/2014,0,0,0,375
10711,11,PEMERINTAH ACEH,1171,KOTA BANDA ACEH,KEBAKARAN,18/9/2009,0,0,0,0
10573,11,PEMERINTAH ACEH,1111,BIREUN,KEBAKARAN,19/10/2009,0,0,0,0
10574,11,PEMERINTAH ACEH,1171,KOTA BANDA ACEH,KEBAKARAN,19/10/2009,0,0,0,0
730,11,"	PEMERINTAH ACEH",1114,ACEH TAMIANG,BANJIR,19/10/2014,0,0,0,0
728,11,"	PEMERINTAH ACEH",1104,ACEH TENGGARA,BANJIR,19/10/2014,0,0,0,0
729,11,"	PEMERINTAH ACEH",1113,GAYO LUES,BANJIR,19/10/2014,0,0,0,0
17269,11,PEMERINTAH ACEH,1103,ACEH SELATAN,BANJIR,19/11/2002,0,0,0,600
17268,11,PEMERINTAH ACEH,1102,ACEH SINGKIL,BANJIR,19/11/2002,0,0,0,0
592,11,"	PEMERINTAH ACEH",1103,ACEH SELATAN,BANJIR DAN TANAH LONGSOR,19/11/2014,0,0,0,0
10322,11,PEMERINTAH ACEH,1111,BIREUN,BANJIR,19/12/2009,0,0,0,0
10324,11,PEMERINTAH ACEH,1118,PIDIE JAYA,BANJIR,19/12/2009,0,0,0,0
10323,11,PEMERINTAH ACEH,1114,ACEH JAYA,KEBAKARAN,19/12/2009,0,0,0,0
10321,11,PEMERINTAH ACEH,1103,ACEH TIMUR,KEBAKARAN,19/12/2009,0,0,3,0
334,11,"	PEMERINTAH ACEH",1114,ACEH TAMIANG,BANJIR,19/12/2014,0,0,0,35000
333,11,"	PEMERINTAH ACEH",1111,ACEH UTARA,BANJIR,19/12/2014,0,0,0,1237
14868,11,PEMERINTAH ACEH,1103,ACEH SELATAN,BANJIR,19/3/2006,0,0,0,10000
11283,11,PEMERINTAH ACEH,1102,ACEH TENGGARA,KEBAKARAN,19/4/2009,0,0,0,110
7186,11,PEMERINTAH ACEH,1106,ACEH TENGAH,KEBAKARAN,19/4/2011,0,0,0,0
11152,11,PEMERINTAH ACEH,1103,ACEH TIMUR,BANJIR,19/5/2009,0,0,0,432
11153,11,PEMERINTAH ACEH,1107,PIDIE,TANAH LONGSOR,19/5/2009,0,0,0,0
11154,11,PEMERINTAH ACEH,1118,PIDIE JAYA,TANAH LONGSOR,19/5/2009,0,0,0,0
13837,11,PEMERINTAH ACEH,1103,ACEH SELATAN,PUTING BELIUNG,19/6/2007,0,0,0,0
12625,11,PEMERINTAH ACEH,1174,KOTA LHOKSEUMAWE,BANJIR,19/7/2008,0,0,0,4772
10959,11,PEMERINTAH ACEH,1107,PIDIE,KEBAKARAN,19/7/2009,0,0,0,0
10706,11,PEMERINTAH ACEH,1106,ACEH BESAR,KEBAKARAN,19/9/2009,0,0,2,0
8543,11,PEMERINTAH ACEH,1111,ACEH UTARA,KEBAKARAN,19/9/2010,0,0,0,0
4098,11,PEMERINTAH ACEH,1173,KOTA LANGSA,KEBAKARAN,19/9/2012,0,0,0,0
17752,11,PEMERINTAH ACEH,1105,ACEH TIMUR,BANJIR,2/1/1999,0,0,0,0
15144,11,PEMERINTAH ACEH,1106,ACEH TENGAH,KEBAKARAN,2/1/2006,0,0,0,43
12106,11,PEMERINTAH ACEH,1102,ACEH TENGGARA,BANJIR,2/1/2009,0,0,0,150
8017,11,PEMERINTAH ACEH,1111,ACEH UTARA,BANJIR,2/1/2011,0,0,0,0
3533,11,PEMERINTAH ACEH,1110,BIREUEN,BANJIR,2/1/2013,0,0,0,0
1828,11,"	PEMERINTAH ACEH",1109,PIDIE,BANJIR,2/1/2014,0,0,0,0
17829,11,PEMERINTAH ACEH,1108,ACEH BESAR,GEMPA BUMI DAN TSUNAMI,2/10/1998,0,0,0,0
8445,11,PEMERINTAH ACEH,1111,ACEH UTARA,KEBAKARAN,2/10/2010,0,0,0,0
766,11,"	PEMERINTAH ACEH",1104,ACEH TENGGARA,BANJIR,2/10/2014,0,0,0,0
15284,11,PEMERINTAH ACEH,1103,ACEH SELATAN,BANJIR,2/11/2005,0,0,0,1026
701,11,"	PEMERINTAH ACEH",1108,ACEH BESAR,BANJIR DAN TANAH LONGSOR,2/11/2014,0,0,0,51
11782,11,PEMERINTAH ACEH,1108,ACEH UTARA,KEBAKARAN,2/2/2009,0,0,0,0
11783,11,PEMERINTAH ACEH,1172,KOTA SABANG,KEBAKARAN,2/2/2009,0,0,0,0
7722,11,PEMERINTAH ACEH,1102,ACEH SINGKIL,BANJIR,2/2/2011,0,0,0,0
5458,11,PEMERINTAH ACEH,1174,KOTA LHOKSEUMAWE,KEBAKARAN,2/2/2012,0,0,0,91
11557,11,PEMERINTAH ACEH,1102,ACEH TENGGARA,KEBAKARAN,2/3/2009,0,0,0,0
11370,11,PEMERINTAH ACEH,1115,NAGAN RAYA,BANJIR,2/4/2009,0,0,0,29
11369,11,PEMERINTAH ACEH,1111,BIREUN,KEBAKARAN,2/4/2009,0,0,0,0
3010,11,PEMERINTAH ACEH,1107,ACEH BARAT,TANAH LONGSOR,2/4/2013,0,0,0,0
2813,11,PEMERINTAH ACEH,1113,GAYO LUES,BANJIR,2/5/2013,0,0,0,9
11101,11,PEMERINTAH ACEH,1108,ACEH UTARA,PUTING BELIUNG,2/6/2009,0,0,0,0
11102,11,PEMERINTAH ACEH,1172,KOTA SABANG,KEBAKARAN,2/6/2009,0,0,0,0
11005,11,PEMERINTAH ACEH,1107,PIDIE,KEBAKARAN,2/7/2009,0,0,0,0
10917,11,PEMERINTAH ACEH,1171,KOTA BANDA ACEH,KEBAKARAN,2/8/2009,0,0,0,0
12400,11,PEMERINTAH ACEH,1107,ACEH BARAT,BANJIR,20/10/2008,0,0,0,0
10559,11,PEMERINTAH ACEH,1171,KOTA BANDA ACEH,KEBAKARAN,20/10/2009,0,0,0,0
2063,11,PEMERINTAH ACEH,1116,ACEH JAYA,BANJIR,20/11/2013,0,0,0,0
10320,11,PEMERINTAH ACEH,1106,ACEH BESAR,KEBAKARAN,20/12/2009,0,0,0,0
9713,11,PEMERINTAH ACEH,1105,ACEH BARAT,BANJIR DAN TANAH LONGSOR,20/2/2010,0,0,0,0
11464,11,PEMERINTAH ACEH,1105,ACEH BARAT,BANJIR,20/3/2009,0,0,0,6340
9499,11,PEMERINTAH ACEH,1175,KOTA SUBULUSSALAM,TANAH LONGSOR,20/3/2010,0,0,0,0
5108,11,PEMERINTAH ACEH,1105,ACEH TIMUR,PUTING BELIUNG,20/3/2012,0,0,0,7
